"Emne","Startdato","Starttidspunkt","Slutdato","Sluttidspunkt","Hele dagen","Påmindelse til/fra","Påmindelsesdato","Påmindelsesklokkeslæt","Mødearrangør","Nødvendige deltagere","Valgfrie deltagere","Møderessourcer","Beskrivelse","Følsomhed","Kategorier","Kørte kilometer","Prioritet","Privat","Sted","Takstoplysninger","Vis tidspunkt som"
"Opgavetid h5pd091122","21-9-2022","13:00:00","21-9-2022","14:00:00","Falsk","Falsk","21-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460629]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Opgavetid h5pd091122","21-9-2022","12:00:00","21-9-2022","13:00:00","Falsk","Falsk","21-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460628]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Intro h5pd091122","19-9-2022","08:15:00","19-9-2022","09:20:00","Falsk","Falsk","19-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460627]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Serverauto II h5id091122 ","5-10-2022","10:30:00","5-10-2022","11:30:00","Falsk","Falsk","5-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471301]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","5-10-2022","09:20:00","5-10-2022","10:30:00","Falsk","Falsk","5-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471300]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","5-10-2022","08:15:00","5-10-2022","09:20:00","Falsk","Falsk","5-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471299]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"objprogr2020 h2pd081122 ","3-10-2022","13:00:00","3-10-2022","14:00:00","Falsk","Falsk","3-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3471195]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122 ","3-10-2022","12:00:00","3-10-2022","13:00:00","Falsk","Falsk","3-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3471194]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122 ","3-10-2022","10:30:00","3-10-2022","11:30:00","Falsk","Falsk","3-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471193]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122 ","3-10-2022","09:20:00","3-10-2022","10:30:00","Falsk","Falsk","3-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471192]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122 ","3-10-2022","08:15:00","3-10-2022","09:20:00","Falsk","Falsk","3-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471191]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Serverauto II h5id091122 ","15-9-2022","14:00:00","15-9-2022","15:15:00","Falsk","Falsk","15-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3470449]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","15-9-2022","13:00:00","15-9-2022","14:00:00","Falsk","Falsk","15-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3470448]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","15-9-2022","12:00:00","15-9-2022","13:00:00","Falsk","Falsk","15-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3470447]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","15-9-2022","10:30:00","15-9-2022","11:30:00","Falsk","Falsk","15-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470446]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","15-9-2022","09:20:00","15-9-2022","10:30:00","Falsk","Falsk","15-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470445]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","15-9-2022","08:15:00","15-9-2022","09:20:00","Falsk","Falsk","15-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470444]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","7-9-2022","10:30:00","7-9-2022","11:30:00","Falsk","Falsk","7-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470186]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","7-9-2022","09:20:00","7-9-2022","10:30:00","Falsk","Falsk","7-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470185]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","7-9-2022","08:15:00","7-9-2022","09:20:00","Falsk","Falsk","7-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470184]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","6-9-2022","14:00:00","6-9-2022","15:15:00","Falsk","Falsk","6-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3470183]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","6-9-2022","13:00:00","6-9-2022","14:00:00","Falsk","Falsk","6-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3470182]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","6-9-2022","12:00:00","6-9-2022","13:00:00","Falsk","Falsk","6-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3470181]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","6-9-2022","10:30:00","6-9-2022","11:30:00","Falsk","Falsk","6-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470180]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","6-9-2022","09:20:00","6-9-2022","10:30:00","Falsk","Falsk","6-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470179]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","6-9-2022","08:15:00","6-9-2022","09:20:00","Falsk","Falsk","6-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470178]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","5-10-2022","14:00:00","5-10-2022","15:15:00","Falsk","Falsk","5-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460036]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","5-10-2022","13:00:00","5-10-2022","14:00:00","Falsk","Falsk","5-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460035]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","5-10-2022","12:00:00","5-10-2022","13:00:00","Falsk","Falsk","5-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460034]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","7-9-2022","14:00:00","7-9-2022","15:15:00","Falsk","Falsk","7-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3459962]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","7-9-2022","13:00:00","7-9-2022","14:00:00","Falsk","Falsk","7-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3459961]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Serverauto II h5id091122 ","7-9-2022","12:00:00","7-9-2022","13:00:00","Falsk","Falsk","7-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3459960]","Normal","FLEX-skema",,"Normal","Falsk","B118S",,"2"
"Undervisn.eval. h6pd101122","3-11-2022","08:15:00","3-11-2022","09:20:00","Falsk","Falsk","3-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460892]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"PLF","19-12-2022","15:15:00","19-12-2022","16:00:00","Falsk","Falsk","19-12-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936830]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","19-12-2022","14:00:00","19-12-2022","15:15:00","Falsk","Falsk","19-12-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936829]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","12-12-2022","15:15:00","12-12-2022","16:00:00","Falsk","Falsk","12-12-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936790]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","12-12-2022","14:00:00","12-12-2022","15:15:00","Falsk","Falsk","12-12-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936789]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","5-12-2022","15:15:00","5-12-2022","16:00:00","Falsk","Falsk","5-12-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936748]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","5-12-2022","14:00:00","5-12-2022","15:15:00","Falsk","Falsk","5-12-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936747]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","28-11-2022","15:15:00","28-11-2022","16:00:00","Falsk","Falsk","28-11-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936704]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","28-11-2022","14:00:00","28-11-2022","15:15:00","Falsk","Falsk","28-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936703]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","21-11-2022","15:15:00","21-11-2022","16:00:00","Falsk","Falsk","21-11-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936664]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","21-11-2022","14:00:00","21-11-2022","15:15:00","Falsk","Falsk","21-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936663]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","14-11-2022","15:15:00","14-11-2022","16:00:00","Falsk","Falsk","14-11-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936624]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","14-11-2022","14:00:00","14-11-2022","15:15:00","Falsk","Falsk","14-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936623]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","7-11-2022","15:15:00","7-11-2022","16:00:00","Falsk","Falsk","7-11-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936582]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","7-11-2022","14:00:00","7-11-2022","15:15:00","Falsk","Falsk","7-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936581]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","31-10-2022","15:15:00","31-10-2022","16:00:00","Falsk","Falsk","31-10-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936542]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","31-10-2022","14:00:00","31-10-2022","15:15:00","Falsk","Falsk","31-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936541]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","24-10-2022","15:15:00","24-10-2022","16:00:00","Falsk","Falsk","24-10-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936500]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","24-10-2022","14:00:00","24-10-2022","15:15:00","Falsk","Falsk","24-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936499]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","17-10-2022","15:15:00","17-10-2022","16:00:00","Falsk","Falsk","17-10-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936464]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","17-10-2022","14:00:00","17-10-2022","15:15:00","Falsk","Falsk","17-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936463]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","3-10-2022","15:15:00","3-10-2022","16:00:00","Falsk","Falsk","3-10-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936390]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","3-10-2022","14:00:00","3-10-2022","15:15:00","Falsk","Falsk","3-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936389]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","26-9-2022","15:15:00","26-9-2022","16:00:00","Falsk","Falsk","26-9-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936347]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","26-9-2022","14:00:00","26-9-2022","15:15:00","Falsk","Falsk","26-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936346]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","19-9-2022","15:15:00","19-9-2022","16:00:00","Falsk","Falsk","19-9-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936305]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","19-9-2022","14:00:00","19-9-2022","15:15:00","Falsk","Falsk","19-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936304]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","12-9-2022","15:15:00","12-9-2022","16:00:00","Falsk","Falsk","12-9-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936261]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","12-9-2022","14:00:00","12-9-2022","15:15:00","Falsk","Falsk","12-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936260]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","5-9-2022","15:15:00","5-9-2022","16:00:00","Falsk","Falsk","5-9-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936219]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","5-9-2022","14:00:00","5-9-2022","15:15:00","Falsk","Falsk","5-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936218]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","29-8-2022","15:15:00","29-8-2022","16:00:00","Falsk","Falsk","29-8-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936175]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","29-8-2022","14:00:00","29-8-2022","15:15:00","Falsk","Falsk","29-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936174]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","22-8-2022","15:15:00","22-8-2022","16:00:00","Falsk","Falsk","22-8-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936131]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","22-8-2022","14:00:00","22-8-2022","15:15:00","Falsk","Falsk","22-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936130]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","15-8-2022","15:15:00","15-8-2022","16:00:00","Falsk","Falsk","15-8-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936089]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","15-8-2022","14:00:00","15-8-2022","15:15:00","Falsk","Falsk","15-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936088]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","8-8-2022","15:15:00","8-8-2022","16:00:00","Falsk","Falsk","8-8-2022","15:00:00",,,,,"Lektion 7

[FLEX-ID 851401:3936045]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"PLF","8-8-2022","14:00:00","8-8-2022","15:15:00","Falsk","Falsk","8-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3936044]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Projekt h6pd101122","16-11-2022","14:00:00","16-11-2022","15:15:00","Falsk","Falsk","16-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3461033]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","16-11-2022","13:00:00","16-11-2022","14:00:00","Falsk","Falsk","16-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3461032]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","16-11-2022","12:00:00","16-11-2022","13:00:00","Falsk","Falsk","16-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3461031]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","16-11-2022","10:30:00","16-11-2022","11:30:00","Falsk","Falsk","16-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3461030]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","16-11-2022","09:20:00","16-11-2022","10:30:00","Falsk","Falsk","16-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3461029]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","16-11-2022","08:15:00","16-11-2022","09:20:00","Falsk","Falsk","16-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3461028]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Forberedelse","15-11-2022","14:00:00","15-11-2022","15:15:00","Falsk","Falsk","15-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158615]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","15-11-2022","13:00:00","15-11-2022","14:00:00","Falsk","Falsk","15-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158614]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","15-11-2022","12:00:00","15-11-2022","13:00:00","Falsk","Falsk","15-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158613]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","15-11-2022","10:30:00","15-11-2022","11:30:00","Falsk","Falsk","15-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158612]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","15-11-2022","09:20:00","15-11-2022","10:30:00","Falsk","Falsk","15-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158611]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","15-11-2022","08:15:00","15-11-2022","09:20:00","Falsk","Falsk","15-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158610]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","10-11-2022","14:00:00","10-11-2022","15:15:00","Falsk","Falsk","10-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158579]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","10-11-2022","13:00:00","10-11-2022","14:00:00","Falsk","Falsk","10-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158578]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","10-11-2022","12:00:00","10-11-2022","13:00:00","Falsk","Falsk","10-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158577]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","10-11-2022","10:30:00","10-11-2022","11:30:00","Falsk","Falsk","10-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158576]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","10-11-2022","09:20:00","10-11-2022","10:30:00","Falsk","Falsk","10-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158575]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","10-11-2022","08:15:00","10-11-2022","09:20:00","Falsk","Falsk","10-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158574]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","4-11-2022","14:00:00","4-11-2022","15:15:00","Falsk","Falsk","4-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158543]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","4-11-2022","13:00:00","4-11-2022","14:00:00","Falsk","Falsk","4-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158542]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","4-11-2022","12:00:00","4-11-2022","13:00:00","Falsk","Falsk","4-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158541]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","4-11-2022","10:30:00","4-11-2022","11:30:00","Falsk","Falsk","4-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158540]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","4-11-2022","09:20:00","4-11-2022","10:30:00","Falsk","Falsk","4-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158539]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","4-11-2022","08:15:00","4-11-2022","09:20:00","Falsk","Falsk","4-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158538]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","14-10-2022","14:00:00","14-10-2022","15:15:00","Falsk","Falsk","14-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158489]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","14-10-2022","13:00:00","14-10-2022","14:00:00","Falsk","Falsk","14-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158488]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","14-10-2022","12:00:00","14-10-2022","13:00:00","Falsk","Falsk","14-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158487]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","14-10-2022","10:30:00","14-10-2022","11:30:00","Falsk","Falsk","14-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158486]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","14-10-2022","09:20:00","14-10-2022","10:30:00","Falsk","Falsk","14-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158485]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","14-10-2022","08:15:00","14-10-2022","09:20:00","Falsk","Falsk","14-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158484]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","13-10-2022","14:00:00","13-10-2022","15:15:00","Falsk","Falsk","13-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158483]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","13-10-2022","13:00:00","13-10-2022","14:00:00","Falsk","Falsk","13-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158482]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","13-10-2022","12:00:00","13-10-2022","13:00:00","Falsk","Falsk","13-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158481]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","13-10-2022","10:30:00","13-10-2022","11:30:00","Falsk","Falsk","13-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158480]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","13-10-2022","09:20:00","13-10-2022","10:30:00","Falsk","Falsk","13-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158479]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","13-10-2022","08:15:00","13-10-2022","09:20:00","Falsk","Falsk","13-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158478]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-9-2022","16:00:00","26-9-2022","16:45:00","Falsk","Falsk","26-9-2022","15:45:00",,,,,"Lektion 8

[FLEX-ID 851401:4158396]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-9-2022","13:00:00","26-9-2022","14:00:00","Falsk","Falsk","26-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158395]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-9-2022","12:00:00","26-9-2022","13:00:00","Falsk","Falsk","26-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158394]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-9-2022","10:30:00","26-9-2022","11:30:00","Falsk","Falsk","26-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158393]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-9-2022","09:20:00","26-9-2022","10:30:00","Falsk","Falsk","26-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158392]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-9-2022","08:15:00","26-9-2022","09:20:00","Falsk","Falsk","26-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158391]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","22-9-2022","14:00:00","22-9-2022","15:15:00","Falsk","Falsk","22-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158372]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","22-9-2022","13:00:00","22-9-2022","14:00:00","Falsk","Falsk","22-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158371]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","22-9-2022","12:00:00","22-9-2022","13:00:00","Falsk","Falsk","22-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158370]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","22-9-2022","10:30:00","22-9-2022","11:30:00","Falsk","Falsk","22-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158369]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
